dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
casc-j13-fof,Problems/LCL/LCL393+2.p,deconstruct,,CLAUSIFIED,2,95.431,,0.000,33.631,,,,,3,0,45,5727,620,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL395+1.p,deconstruct,,CLAUSIFIED,4,86.730,,0.000,25.157,,,,,5,0,48,2105,165,63,5,true,false,
casc-j13-fof,Problems/LCL/LCL395+2.p,deconstruct,,CLAUSIFIED,2,99.839,,0.000,34.508,,,,,3,0,45,5727,620,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL484+1.p,deconstruct,,CLAUSIFIED,44,262.130,,0.000,869.917,,,,,74,55,1379,1159304,2924,1818,45,true,false,
casc-j13-fof,Problems/LCL/LCL556+1.p,deconstruct,,CLAUSIFIED,76,372.205,,0.000,3930.119,,,,,135,94,2408,3307466,5079,2924,77,true,false,
casc-j13-fof,Problems/LCL/LCL638+1.020.p,deconstruct,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/LCL/LCL646+1.010.p,deconstruct,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/LCL/LCL646+1.015.p,deconstruct,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/LCL/LCL648+1.010.p,deconstruct,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/LCL/LCL650+1.010.p,deconstruct,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/LCL/LCL652+1.010.p,deconstruct,,CLAUSIFIED,0,982.386,,0.000,15277.315,,,,,181,110,2996,24834839,10711,31338,1,true,false,
casc-j13-fof,Problems/LCL/LCL662+1.020.p,deconstruct,,SKIPPED,1,0.000,,,,,,,,,,,,,,,,false,|F|=157505 > 50000
casc-j13-fof,Problems/LCL/LCL664+1.010.p,deconstruct,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/LCL/LCL666+1.010.p,deconstruct,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/LCL/LCL688+1.001.p,deconstruct,,CLAUSIFIED,2,186.652,,0.000,275.444,,,,,28,16,457,393246,1596,5041,3,true,false,
casc-j13-fof,Problems/LCL/LCL688+1.015.p,deconstruct,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/LCL/LCL891+1.p,deconstruct,,CLAUSIFIED,12,121.806,,0.000,72.434,,,,,16,3,174,22975,634,391,13,true,false,
casc-j13-fof,Problems/LCL/LCL898+1.p,deconstruct,,CLAUSIFIED,14,111.046,,0.000,60.099,,,,,16,2,174,14618,616,281,15,true,false,
casc-j13-fof,Problems/LCL/LCL901+1.p,deconstruct,,CLAUSIFIED,14,109.804,,0.000,57.661,,,,,16,1,160,8993,576,211,15,true,false,
casc-j13-fof,Problems/LCL/LCL978+1.p,deconstruct,,CLAUSIFIED,2,113.330,,0.000,52.828,,,,,3,3,81,10816,266,273,3,true,false,
casc-j13-fof,Problems/LCL/LCL979+1.p,deconstruct,,CLAUSIFIED,2,107.936,,0.000,53.667,,,,,3,3,81,10816,270,273,3,true,false,
casc-j13-fof,Problems/LCL/LCL982+1.p,deconstruct,,CLAUSIFIED,2,110.212,,0.000,52.469,,,,,3,3,81,10816,269,273,3,true,false,
casc-j13-fof,Problems/LCL/LCL983+1.p,deconstruct,,CLAUSIFIED,2,107.663,,0.000,49.908,,,,,3,3,81,10816,270,273,3,true,false,
