dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
casc-j13-fof,Problems/SWV/SWV454+1.p,rewrite,,CLAUSIFIED,66,440.123,,0.000,1859.065,,,,,127,12,1541,4900390,5197,24209,71,true,false,
casc-j13-fof,Problems/SWV/SWV467+1.p,rewrite,,CLAUSIFIED,66,856.883,,0.000,14503.482,,,,,139,14,2397,18703320,9565,48385,71,true,false,
casc-j13-fof,Problems/SWV/SWV473+1.p,rewrite,,CLAUSIFIED,66,581.502,,0.000,5589.103,,,,,126,14,1848,8839697,6687,17983,71,true,false,
casc-j13-fof,Problems/SWV/SWV474+1.p,rewrite,,CLAUSIFIED,66,523.797,,0.000,5397.878,,,,,132,14,1874,9953775,6930,33301,71,true,false,
casc-j13-fof,Problems/SWV/SWV479+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWV/SWV487+3.p,rewrite,,CLAUSIFIED,12,193.301,,0.000,228.469,,,,,23,3,282,63184,1057,777,17,true,false,
casc-j13-fof,Problems/SWV/SWV488+3.p,rewrite,,CLAUSIFIED,12,203.817,,0.000,218.070,,,,,24,3,283,68387,1069,799,17,true,false,
casc-j13-fof,Problems/SWW/SWW102+1.p,rewrite,,CLAUSIFIED,44,261.677,,0.000,412.715,,,,,89,12,831,301543,2425,752,49,true,false,
casc-j13-fof,Problems/SWW/SWW186+1.p,rewrite,,CLAUSIFIED,1181,1458.638,,0.000,10032.209,,,,,1570,30,18194,16156490,71605,1970,1186,true,false,
casc-j13-fof,Problems/SWW/SWW278+1.p,rewrite,,CLAUSIFIED,1199,1723.213,,0.000,10610.386,,,,,1586,36,18055,18558067,71321,2298,1204,true,false,
casc-j13-fof,Problems/SWW/SWW279+1.p,rewrite,,CLAUSIFIED,1213,2108.965,,0.000,17436.100,,,,,1649,39,18187,23322004,71056,2870,1218,true,false,
casc-j13-fof,Problems/SWW/SWW298+1.p,rewrite,,SKIPPED,5224,0.000,,,,,,,,,,,,,,,,false,|F|=370649 > 50000
casc-j13-fof,Problems/SWW/SWW350+1.p,rewrite,,SKIPPED,5228,0.000,,,,,,,,,,,,,,,,false,|F|=370949 > 50000
casc-j13-fof,Problems/SWW/SWW374+1.p,rewrite,,SKIPPED,5248,0.000,,,,,,,,,,,,,,,,false,|F|=366260 > 50000
casc-j13-fof,Problems/SWW/SWW394+1.p,rewrite,,SKIPPED,5223,0.000,,,,,,,,,,,,,,,,false,|F|=369513 > 50000
casc-j13-fof,Problems/SWW/SWW470+5.p,rewrite,,CLAUSIFIED,162,1724.282,,0.000,7174.012,,,,,240,52,3917,18376226,21806,10205,167,true,false,
casc-j13-fof,Problems/SWW/SWW473+2.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
